District,Commodity,Population_million,Production_Tonnes,Avg_Price
Krishnagiri,Ash Gourd,84.8,2461784.64,1858.1
Krishnagiri,Avarai,83.9,408679.08,39.85
Krishnagiri,Avarai,83.9,1811682.48,4211.25
Krishnagiri,Avarai,83.9,2124262.16,3908.84
Krishnagiri,Avarai,83.9,2113412.04,4221.06
Krishnagiri,Avarai,83.9,2434406.4,4700.0
Krishnagiri,Avarai,83.9,2097055.48,4166.86
Krishnagiri,Avarai,83.9,1937740.8,4589.2
Krishnagiri,Avarai,84.8,2141995.6,4779.1
Krishnagiri,Avarai,84.8,1634642.8,2515.72
Krishnagiri,Avarai,84.8,1517228.04,2511.95
Krishnagiri,Avarai,84.8,1415924.32,3459.86
Krishnagiri,Avarai,84.8,1368607.2,4016.0
Krishnagiri,Avarai,84.8,1147216.0,4327.72
Krishnagiri,Avarai,84.8,1584315.52,3513.64
Krishnagiri,Avarai,84.8,1468616.08,3250.25
Krishnagiri,Avarai,84.8,2063555.36,2877.34
Krishnagiri,Avarai,84.8,2203348.44,3780.5
Krishnagiri,Avarai,84.8,3100670.64,4278.0
Krishnagiri,Avarai,84.8,2674710.64,3363.5
Krishnagiri,Banana,83.9,3438385.08,28.58
Krishnagiri,Banana,83.9,11898086.7,2318.84
Krishnagiri,Banana,83.9,14282410.5,2848.03
Krishnagiri,Banana,83.9,14300870.7,2908.65
Krishnagiri,Banana,83.9,14685526.08,3027.0
Krishnagiri,Banana,83.9,12883798.08,2892.94
Krishnagiri,Banana,83.9,14146409.8,2737.24
Krishnagiri,Banana,84.8,14788490.76,2898.0
Krishnagiri,Banana,84.8,12580461.64,3079.7
Krishnagiri,Banana,84.8,12690122.04,2767.52
Krishnagiri,Banana,84.8,12493853.78,2734.86
Krishnagiri,Banana,84.8,12137879.86,2794.28
Krishnagiri,Banana,84.8,11424159.98,3157.42
Krishnagiri,Banana,84.8,10229942.08,3088.94
Krishnagiri,Banana,84.8,7681988.26,2720.57
Krishnagiri,Banana,84.8,8659059.72,2824.87
Krishnagiri,Banana,84.8,8244815.6,2765.96
Krishnagiri,Banana,84.8,10076289.64,2541.07
Krishnagiri,Banana,84.8,9759927.56,2442.56
Krishnagiri,Beans,83.9,379832.8,65.3
Krishnagiri,Beans,83.9,1896118.76,3560.26
Krishnagiri,Beans,83.9,2214708.64,3363.3
Krishnagiri,Beans,83.9,2630884.68,3863.03
Krishnagiri,Beans,83.9,2871674.68,6050.6
Krishnagiri,Beans,83.9,2095818.12,3729.44
Krishnagiri,Beans,83.9,2216543.28,4152.29
Krishnagiri,Beans,84.8,2264366.72,3681.01
Krishnagiri,Beans,84.8,1782647.8,2943.08
Krishnagiri,Beans,84.8,1603666.92,3323.32
Krishnagiri,Beans,84.8,1127932.84,3986.79
Krishnagiri,Beans,84.8,919614.88,5050.33
Krishnagiri,Beans,84.8,963844.0,4954.28
Krishnagiri,Beans,84.8,1951760.6,4101.0
Krishnagiri,Beans,84.8,2017731.2,3579.68
Krishnagiri,Beans,84.8,2643616.08,2960.1
Krishnagiri,Beans,84.8,2940741.44,3735.24
Krishnagiri,Beans,84.8,3417088.24,3406.35
Krishnagiri,Beans,84.8,3183751.76,3514.28
Krishnagiri,Beetroot,83.9,369471.96,27.54
Krishnagiri,Beetroot,83.9,1423131.92,1898.63
Krishnagiri,Beetroot,83.9,1298182.24,1923.39
Krishnagiri,Beetroot,83.9,1544471.0,1338.84
Krishnagiri,Beetroot,83.9,1755557.76,1836.29
Krishnagiri,Beetroot,83.9,1270082.6,3052.18
Krishnagiri,Beetroot,83.9,1352266.56,3750.0
Krishnagiri,Beetroot,84.8,1362184.64,2986.45
Krishnagiri,Beetroot,84.8,1052209.08,1464.86
Krishnagiri,Beetroot,84.8,1042181.0,1319.5
Krishnagiri,Beetroot,84.8,919301.44,1275.5
Krishnagiri,Beetroot,84.8,772249.92,1993.5
Krishnagiri,Beetroot,84.8,791742.44,2424.32
Krishnagiri,Beetroot,84.8,1192048.0,2316.67
Krishnagiri,Beetroot,84.8,1221385.28,1671.67
Krishnagiri,Beetroot,84.8,1611486.08,1540.0
Krishnagiri,Beetroot,84.8,1772111.68,2642.78
Krishnagiri,Beetroot,84.8,2118134.44,2958.67
Krishnagiri,Beetroot,84.8,1990336.64,2158.55
Krishnagiri,Betal Leaves,83.9,28596.58,84.0
Krishnagiri,Betal Leaves,83.9,74490.33,6580.87
Krishnagiri,Betal Leaves,83.9,73488.87,7509.68
Krishnagiri,Betal Leaves,83.9,70121.28,7240.0
Krishnagiri,Betal Leaves,83.9,75485.62,7200.0
Krishnagiri,Betal Leaves,83.9,68493.16,7200.0
Krishnagiri,Betal Leaves,83.9,67927.0,7200.0
Krishnagiri,Betal Leaves,84.8,75949.28,7200.0
Krishnagiri,Betal Leaves,84.8,67914.74,7200.0
Krishnagiri,Betal Leaves,84.8,62430.78,7200.0
Krishnagiri,Betal Leaves,84.8,60493.83,7200.0
Krishnagiri,Betal Leaves,84.8,56704.14,7200.0
Krishnagiri,Betal Leaves,84.8,50741.66,6514.28
Krishnagiri,Betal Leaves,84.8,56035.58,6222.22
Krishnagiri,Betal Leaves,84.8,54307.29,7200.0
Krishnagiri,Betal Leaves,84.8,62870.72,7200.0
Krishnagiri,Betal Leaves,84.8,65826.23,7200.0
Krishnagiri,Betal Leaves,84.8,92088.25,6794.12
Krishnagiri,Betal Leaves,84.8,85000.66,6600.0
Krishnagiri,Bitter Gourd,83.9,384961.2,42.62
Krishnagiri,Bitter Gourd,83.9,1721496.2,2782.64
Krishnagiri,Bitter Gourd,83.9,1860781.4,2568.39
Krishnagiri,Bitter Gourd,83.9,2017046.76,2005.03
Krishnagiri,Bitter Gourd,83.9,2328196.6,2296.26
Krishnagiri,Bitter Gourd,83.9,1814153.48,2791.89
Krishnagiri,Bitter Gourd,83.9,1814690.8,2708.0
Krishnagiri,Bitter Gourd,84.8,1926319.6,2519.61
Krishnagiri,Bitter Gourd,84.8,1468490.8,2395.72
Krishnagiri,Bitter Gourd,84.8,1414993.64,1819.33
Krishnagiri,Bitter Gourd,84.8,1289488.64,2104.0
Krishnagiri,Bitter Gourd,84.8,1158715.2,2526.0
Krishnagiri,Bitter Gourd,84.8,1065135.16,3093.24
Krishnagiri,Bitter Gourd,84.8,1438800.2,3146.4
Krishnagiri,Bitter Gourd,84.8,1114040.68,2378.06
Krishnagiri,Bitter Gourd,84.8,1517595.2,2187.17
Krishnagiri,Bitter Gourd,84.8,1656964.8,2327.37
Krishnagiri,Bitter Gourd,84.8,2250785.56,2712.05
Krishnagiri,Bitter Gourd,84.8,2113829.76,2539.05
Krishnagiri,Bottle Gourd,83.9,384961.2,15.44
Krishnagiri,Bottle Gourd,83.9,1721496.2,1274.36
Krishnagiri,Bottle Gourd,83.9,1871715.92,1376.92
Krishnagiri,Bottle Gourd,83.9,2017046.76,1242.12
Krishnagiri,Bottle Gourd,83.9,2328196.6,1430.32
Krishnagiri,Bottle Gourd,83.9,1814153.48,1941.82
Krishnagiri,Bottle Gourd,83.9,1814690.8,1820.0
Krishnagiri,Bottle Gourd,84.8,1926319.6,1424.9
Krishnagiri,Bottle Gourd,84.8,1468490.8,1222.28
Krishnagiri,Bottle Gourd,84.8,1414993.64,894.36
Krishnagiri,Bottle Gourd,84.8,1289488.64,892.0
Krishnagiri,Bottle Gourd,84.8,1158715.2,1043.6
Krishnagiri,Bottle Gourd,84.8,1072666.0,1822.72
Krishnagiri,Bottle Gourd,84.8,1555979.8,1694.66
Krishnagiri,Bottle Gourd,84.8,1616952.6,1656.44
Krishnagiri,Bottle Gourd,84.8,2148173.6,1450.4
Krishnagiri,Bottle Gourd,84.8,2352525.2,1501.78
Krishnagiri,Bottle Gourd,84.8,2990244.28,1867.28
Krishnagiri,Bottle Gourd,84.8,2631506.24,1643.89
Krishnagiri,Brinjal,83.9,660839.4,24.77
Krishnagiri,Brinjal,83.9,2356727.2,2615.81
Krishnagiri,Brinjal,83.9,2839414.6,2234.32
Krishnagiri,Brinjal,83.9,3053366.88,2011.79
Krishnagiri,Brinjal,83.9,3019706.6,2156.51
Krishnagiri,Brinjal,83.9,2725727.0,2186.44
Krishnagiri,Brinjal,83.9,3006933.8,2324.4
Krishnagiri,Brinjal,84.8,2987463.2,2365.55
Krishnagiri,Brinjal,84.8,2497122.6,1632.0
Krishnagiri,Brinjal,84.8,2345257.0,1507.25
Krishnagiri,Brinjal,84.8,2039485.52,1501.21
Krishnagiri,Brinjal,84.8,2097817.2,1722.4
Krishnagiri,Brinjal,84.8,1929096.4,2002.72
Krishnagiri,Brinjal,84.8,1938702.8,1953.6
Krishnagiri,Brinjal,84.8,1362051.2,1911.34
Krishnagiri,Brinjal,84.8,1965108.72,1766.6
Krishnagiri,Brinjal,84.8,2117117.32,2406.38
Krishnagiri,Brinjal,84.8,3423726.2,2513.74
Krishnagiri,Brinjal,84.8,3720632.32,1757.06
Krishnagiri,Cabbage,83.9,472138.68,23.77
Krishnagiri,Cabbage,83.9,1770764.28,2030.39
Krishnagiri,Cabbage,83.9,1995656.8,1640.32
Krishnagiri,Cabbage,83.9,1928192.32,1012.5
Krishnagiri,Cabbage,83.9,2082951.84,1298.71
Krishnagiri,Cabbage,83.9,1987997.6,1625.22
Krishnagiri,Cabbage,83.9,1831521.76,1880.0
Krishnagiri,Cabbage,84.8,2000357.44,1285.16
Krishnagiri,Cabbage,84.8,1582508.48,947.68
Krishnagiri,Cabbage,84.8,1434676.6,866.72
Krishnagiri,Cabbage,84.8,1341293.84,811.0
Krishnagiri,Cabbage,84.8,1355154.08,767.39
Krishnagiri,Cabbage,84.8,1124527.04,987.86
Krishnagiri,Cabbage,84.8,1408370.72,1322.78
Krishnagiri,Cabbage,84.8,1486148.04,1234.13
Krishnagiri,Cabbage,84.8,2033093.76,1180.0
Krishnagiri,Cabbage,84.8,2141862.08,1403.89
Krishnagiri,Cabbage,84.8,2989031.16,1656.0
Krishnagiri,Cabbage,84.8,2402868.6,1404.39
Krishnagiri,Capsicum,83.9,472138.68,41.23
Krishnagiri,Capsicum,83.9,1755193.44,2900.03
Krishnagiri,Capsicum,83.9,1995656.8,3755.32
Krishnagiri,Capsicum,83.9,1897756.24,2966.95
Krishnagiri,Capsicum,83.9,2067733.8,3002.44
Krishnagiri,Capsicum,83.9,1970862.4,3250.0
Krishnagiri,Capsicum,83.9,1817316.76,3408.4
Krishnagiri,Capsicum,84.8,1982854.6,3607.32
Krishnagiri,Capsicum,84.8,1582508.48,2702.68
Krishnagiri,Capsicum,84.8,1434676.6,2448.91
Krishnagiri,Capsicum,84.8,1341293.84,2635.5
Krishnagiri,Capsicum,84.8,1366113.6,2526.0
Krishnagiri,Capsicum,84.8,1124527.04,2911.61
Krishnagiri,Capsicum,84.8,1408370.72,3502.78
Krishnagiri,Capsicum,84.8,1459012.6,3207.47
Krishnagiri,Capsicum,84.8,2033093.76,3242.5
Krishnagiri,Capsicum,84.8,2141862.08,3482.78
Krishnagiri,Capsicum,84.8,2989031.16,3687.56
Krishnagiri,Capsicum,84.8,2362356.72,3419.01
Krishnagiri,Carrot,83.9,460438.68,41.92
Krishnagiri,Carrot,83.9,1913236.48,4141.45
Krishnagiri,Carrot,83.9,2341636.64,4694.81
Krishnagiri,Carrot,83.9,2208776.04,3601.99
Krishnagiri,Carrot,83.9,2508416.6,3232.64
Krishnagiri,Carrot,83.9,2379957.48,4445.45
Krishnagiri,Carrot,83.9,2060790.8,3999.2
Krishnagiri,Carrot,84.8,2357671.6,3678.19
Krishnagiri,Carrot,84.8,1800794.8,2631.43
Krishnagiri,Carrot,84.8,1627308.04,1994.09
Krishnagiri,Carrot,84.8,1564602.8,1642.4
Krishnagiri,Carrot,84.8,1578499.2,2017.6
Krishnagiri,Carrot,84.8,1215256.0,3510.0
Krishnagiri,Carrot,84.8,1685359.6,4077.78
Krishnagiri,Carrot,84.8,1760007.68,3698.96
Krishnagiri,Carrot,84.8,2442461.6,3710.0
Krishnagiri,Carrot,84.8,2561339.6,3794.22
Krishnagiri,Carrot,84.8,3558726.28,4081.42
Krishnagiri,Carrot,84.8,2822711.12,3562.36
Krishnagiri,Castor Seed,64.5,1325.24,582.0
Krishnagiri,Cauliflower,83.9,472138.68,25.61
Krishnagiri,Cauliflower,83.9,1755193.44,1895.84
Krishnagiri,Cauliflower,83.9,1995656.8,1831.45
Krishnagiri,Cauliflower,83.9,1928192.32,1681.5
Krishnagiri,Cauliflower,83.9,2082951.84,2080.64
Krishnagiri,Cauliflower,83.9,1987997.6,2071.3
Krishnagiri,Cauliflower,83.9,1831521.76,1945.0
Krishnagiri,Cauliflower,84.8,2000357.44,1872.58
Krishnagiri,Cauliflower,84.8,1582508.48,1320.53
Krishnagiri,Cauliflower,84.8,1434676.6,1133.95
Krishnagiri,Cauliflower,84.8,1341293.84,1503.5
Krishnagiri,Cauliflower,84.8,1366113.6,2012.5
Krishnagiri,Cauliflower,84.8,1124527.04,2173.93
Krishnagiri,Cauliflower,84.8,1408370.72,2065.0
Krishnagiri,Cauliflower,84.8,1472580.32,1581.67
Krishnagiri,Cauliflower,84.8,1982081.28,1693.85
Krishnagiri,Cauliflower,84.8,2141862.08,2033.33
Krishnagiri,Cauliflower,84.8,2989031.16,2252.22
Krishnagiri,Cauliflower,84.8,2481203.24,2030.79
Krishnagiri,Chilli,83.9,72926.49,42.23
Krishnagiri,Chilli,83.9,280887.02,3436.24
Krishnagiri,Chilli,83.9,321286.35,3741.29
Krishnagiri,Chilli,83.9,329331.29,2650.33
Krishnagiri,Chilli,83.9,354202.1,3009.68
Krishnagiri,Chilli,83.9,302808.02,2760.84
Krishnagiri,Chilli,83.9,319052.0,2535.6
Krishnagiri,Chilli,84.8,359870.4,3321.29
Krishnagiri,Chilli,84.8,287230.7,2852.14
Krishnagiri,Chilli,84.8,285563.72,2886.44
Krishnagiri,Chilli,84.8,261758.16,3170.4
Krishnagiri,Chilli,84.8,251301.85,2484.4
Krishnagiri,Chilli,84.8,232421.1,2841.43
Krishnagiri,Chilli,84.8,255754.1,3820.0
Krishnagiri,Chilli,84.8,235296.15,3708.89
Krishnagiri,Chilli,84.8,286842.75,2993.38
Krishnagiri,Chilli,84.8,314236.15,3062.22
Krishnagiri,Chilli,84.8,437065.04,3082.9
Krishnagiri,Chilli,84.8,400298.52,2870.83
Krishnagiri,Chow Chow,83.9,660839.4,29.23
Krishnagiri,Chow Chow,83.9,2249890.24,2417.75
Krishnagiri,Chow Chow,83.9,2839414.6,2349.68
Krishnagiri,Chow Chow,83.9,3033214.6,1890.0
Krishnagiri,Chow Chow,83.9,3019706.6,1779.87
Krishnagiri,Chow Chow,83.9,2705818.32,1861.27
Krishnagiri,Chow Chow,83.9,3006933.8,1784.0
Krishnagiri,Chow Chow,84.8,2987463.2,1432.26
Krishnagiri,Chow Chow,84.8,2497122.6,1385.57
Krishnagiri,Chow Chow,84.8,2345257.0,1450.47
Krishnagiri,Chow Chow,84.8,2039485.52,1607.11
Krishnagiri,Chow Chow,84.8,2097817.2,1479.2
Krishnagiri,Chow Chow,84.8,1929096.4,1891.28
Krishnagiri,Chow Chow,84.8,2085701.2,1880.0
Krishnagiri,Chow Chow,84.8,2041353.4,1846.67
Krishnagiri,Chow Chow,84.8,2787009.2,1612.0
Krishnagiri,Chow Chow,84.8,3038437.6,1415.56
Krishnagiri,Chow Chow,84.8,4161071.72,1341.3
Krishnagiri,Chow Chow,84.8,3600115.8,1250.07
Krishnagiri,Cluster beans,83.9,384961.2,32.43
Krishnagiri,Cluster beans,83.9,1721496.2,2412.4
Krishnagiri,Cluster beans,83.9,1860781.4,2133.68
Krishnagiri,Cluster beans,83.9,2003730.0,1922.8
Krishnagiri,Cluster beans,83.9,2328196.6,2581.16
Krishnagiri,Cluster beans,83.9,1814153.48,2926.99
Krishnagiri,Cluster beans,83.9,1814690.8,3184.0
Krishnagiri,Cluster beans,84.8,1903002.96,2846.66
Krishnagiri,Cluster beans,84.8,1468490.8,2721.0
Krishnagiri,Cluster beans,84.8,1414993.64,2433.02
Krishnagiri,Cluster beans,84.8,1289488.64,2145.6
Krishnagiri,Cluster beans,84.8,1158715.2,1892.8
Krishnagiri,Cluster beans,84.8,1065135.16,2325.76
Krishnagiri,Cluster beans,84.8,1555979.8,2513.78
Krishnagiri,Cluster beans,84.8,1616952.6,2764.89
Krishnagiri,Cluster beans,84.8,2136342.8,2471.27
Krishnagiri,Cluster beans,84.8,2352525.2,2529.78
Krishnagiri,Cluster beans,84.8,2990244.28,2946.74
Krishnagiri,Cluster beans,84.8,2598526.8,3116.13
Krishnagiri,Coconut,64.5,285537.0,1950.0
Krishnagiri,Coconut,64.5,285985.2,1962.0
Krishnagiri,Coconut,68.5,272460.0,696.0
Krishnagiri,Coconut,68.5,2060445.6,718.48
Krishnagiri,Coconut,68.5,1667381.4,645.0
Krishnagiri,Coconut,68.5,280689.6,640.8
Krishnagiri,Coconut,68.5,138579.0,1500.0
Krishnagiri,Coconut,69.2,139862.4,600.0
Krishnagiri,Coconut,69.2,848431.8,702.0
Krishnagiri,Coconut,69.2,1275251.4,704.0
Krishnagiri,Coconut,69.2,1701936.0,696.0
Krishnagiri,Coconut,69.2,565884.6,801.0
Krishnagiri,Coconut,69.2,993516.0,694.28
Krishnagiri,Coconut,69.2,430565.4,728.0
Krishnagiri,Coconut,69.2,1875534.0,707.08
Krishnagiri,Coconut,69.2,609529.2,714.0
Krishnagiri,Coconut,69.2,1522860.0,876.0
Krishnagiri,Coconut,70.4,4546555.2,1159.6
Krishnagiri,Coconut,70.4,8020756.2,944.72
Krishnagiri,Coconut,70.4,8804319.0,927.52
Krishnagiri,Coconut,70.4,1674652.8,954.55
Krishnagiri,Coconut,70.4,1535726.4,786.0
Krishnagiri,Coconut,70.4,1536403.2,775.2
Krishnagiri,Coconut,70.4,1077010.8,701.14
Krishnagiri,Coconut,70.4,313701.6,690.0
Krishnagiri,Coconut,70.4,157968.6,720.0
Krishnagiri,Coconut,70.4,648841.2,853.5
Krishnagiri,Coconut,70.4,162429.0,720.0
Krishnagiri,Coconut,71.3,649687.2,690.0
Krishnagiri,Coconut,71.3,1949086.8,645.0
Krishnagiri,Coconut,71.3,1463189.4,826.67
Krishnagiri,Coconut,71.3,1476181.8,824.0
Krishnagiri,Coconut,71.3,4613190.0,1612.28
Krishnagiri,Coconut,71.3,4474216.8,1794.44
Krishnagiri,Coconut,71.3,6016383.0,961.67
Krishnagiri,Coconut,71.3,5216100.0,720.0
Krishnagiri,Coconut,71.3,5450894.4,720.0
Krishnagiri,Coconut,71.3,3319684.8,720.0
Krishnagiri,Coconut,72.1,4048066.2,2572.18
Krishnagiri,Coconut,72.1,532814.4,1050.0
Krishnagiri,Coconut,72.1,3736353.6,820.0
Krishnagiri,Coconut,72.1,8771181.0,734.39
Krishnagiri,Coconut,72.1,13044586.2,758.87
Krishnagiri,Coconut,72.1,14417995.2,732.26
Krishnagiri,Coconut,72.9,12523525.2,732.5
Krishnagiri,Coconut,72.9,14414858.4,726.87
Krishnagiri,Coconut,72.9,13540489.2,726.54
Krishnagiri,Coconut,72.9,9035966.4,732.98
Krishnagiri,Coconut,72.9,15227613.6,765.34
Krishnagiri,Coconut,72.9,13746514.8,1226.63
Krishnagiri,Coconut,72.9,14935739.4,1686.41
Krishnagiri,Coconut,72.9,12907245.6,1841.84
Krishnagiri,Coconut,72.9,12224926.2,1895.07
Krishnagiri,Coconut,72.9,12035118.6,1835.22
Krishnagiri,Coconut,72.9,173560.2,2400.0
Krishnagiri,Coconut,73.7,8557251.6,904.53
Krishnagiri,Coconut,73.7,12878169.6,933.75
Krishnagiri,Coconut,73.7,12588548.4,896.15
Krishnagiri,Coconut,73.7,12091690.8,905.6
Krishnagiri,Coconut,73.7,13542840.0,948.22
Krishnagiri,Coconut,73.7,12746871.6,1092.53
Krishnagiri,Coconut,73.7,10952911.2,902.21
Krishnagiri,Coconut,73.7,7127277.6,1234.77
Krishnagiri,Coconut,73.7,13052719.2,1252.5
Krishnagiri,Coconut,73.7,12922843.2,1243.67
Krishnagiri,Coconut,73.7,12993261.6,1282.13
Krishnagiri,Coconut,73.7,10225500.0,1381.4
Krishnagiri,Coconut,74.5,10866209.4,1443.04
Krishnagiri,Coconut,74.5,12273987.6,1497.0
Krishnagiri,Coconut,74.5,11960404.8,1657.9
Krishnagiri,Coconut,74.5,11964408.0,1751.84
Krishnagiri,Coconut,74.5,13374043.2,1817.14
Krishnagiri,Coconut,74.5,13379745.6,1884.29
Krishnagiri,Coconut,74.5,13208914.2,1842.65
Krishnagiri,Coconut,74.5,11493050.4,1840.84
Krishnagiri,Coconut,74.5,10203417.6,1902.65
Krishnagiri,Coconut,74.5,13389481.2,1311.32
Krishnagiri,Coconut,74.5,13965611.4,1169.8
Krishnagiri,Coconut,74.5,15417963.6,1168.05
Krishnagiri,Coconut,75.6,13125038.4,1186.61
Krishnagiri,Coconut,75.6,14521948.8,1360.72
Krishnagiri,Coconut,75.6,15760072.8,1500.56
Krishnagiri,Coconut,75.6,13432928.4,1763.11
Krishnagiri,Coconut,75.6,15190946.4,1909.13
Krishnagiri,Coconut,75.6,15214220.4,2012.44
Krishnagiri,Coconut,75.6,15201289.2,2182.5
Krishnagiri,Coconut,75.6,16785108.0,2354.72
Krishnagiri,Coconut,75.6,14741853.6,2392.73
Krishnagiri,Coconut,75.6,18565028.4,2293.36
Krishnagiri,Coconut,75.6,18833906.4,2300.72
Krishnagiri,Coconut,75.6,13573363.8,2349.77
Krishnagiri,Coconut,76.8,14420111.4,2355.0
Krishnagiri,Coconut,76.8,17769732.0,2239.96
Krishnagiri,Coconut,76.8,15667685.4,2206.34
Krishnagiri,Coconut,76.8,15231234.0,2318.42
Krishnagiri,Coconut,76.8,19345711.2,2329.84
Krishnagiri,Coconut,76.8,18735336.0,1952.87
Krishnagiri,Coconut,76.8,18868439.4,1346.03
Krishnagiri,Coconut,76.8,16754874.6,829.07
Krishnagiri,Coconut,76.8,12734019.0,851.11
Krishnagiri,Coconut,76.8,16906977.6,539.44
Krishnagiri,Coconut,76.8,14071585.2,624.55
Krishnagiri,Coconut,76.8,16987126.8,638.41
Krishnagiri,Coconut,77.9,17823112.8,859.04
Krishnagiri,Coconut,77.9,16340132.4,987.17
Krishnagiri,Coconut,77.9,18799766.4,1003.28
Krishnagiri,Coconut,77.9,17694590.4,1092.89
Krishnagiri,Coconut,77.9,19327524.0,1036.45
Krishnagiri,Coconut,77.9,18421051.2,1067.39
Krishnagiri,Coconut,77.9,17995641.0,1067.74
Krishnagiri,Coconut,77.9,19516142.4,1182.77
Krishnagiri,Coconut,77.9,18411526.8,1091.28
Krishnagiri,Coconut,77.9,19471391.4,1056.64
Krishnagiri,Coconut,77.9,18588893.4,1097.95
Krishnagiri,Coconut,77.9,18994352.4,1003.0
Krishnagiri,Coconut,78.7,19295756.16,1058.71
Krishnagiri,Coconut,78.7,15805105.2,1207.06
Krishnagiri,Coconut,78.7,17515164.66,1268.03
Krishnagiri,Coconut,78.7,17594564.88,1310.45
Krishnagiri,Coconut,78.7,19693860.3,1242.44
Krishnagiri,Coconut,78.7,17892879.36,1230.27
Krishnagiri,Coconut,78.7,19758381.66,1209.27
Krishnagiri,Coconut,78.7,20022141.84,1119.92
Krishnagiri,Coconut,78.7,17826387.96,1044.55
Krishnagiri,Coconut,78.7,20294409.12,866.61
Krishnagiri,Coconut,78.7,17957594.16,594.05
Krishnagiri,Coconut,78.7,18104177.88,721.05
Krishnagiri,Coconut,79.5,14159941.92,966.34
Krishnagiri,Coconut,79.5,13455854.7,1086.35
Krishnagiri,Coconut,79.5,14482799.88,1152.2
Krishnagiri,Coconut,79.5,5593234.8,1170.0
Krishnagiri,Coconut,79.5,2964831.12,840.0
Krishnagiri,Coconut,79.5,10393853.04,928.57
Krishnagiri,Coconut,79.5,6479431.02,844.61
Krishnagiri,Coconut,83.9,6794716.5,20.0
Krishnagiri,Coconut,83.9,22554621.48,1627.5
Krishnagiri,Coconut,83.9,27252230.7,2019.87
Krishnagiri,Coconut,83.9,26372872.8,2262.0
Krishnagiri,Coconut,83.9,27206966.1,2788.64
Krishnagiri,Coconut,83.9,24788156.7,2794.82
Krishnagiri,Coconut,83.9,25765714.8,3012.0
Krishnagiri,Coconut,84.8,26482570.5,3445.94
Krishnagiri,Coconut,84.8,23674888.2,3587.14
Krishnagiri,Coconut,84.8,25149492.12,3638.26
Krishnagiri,Coconut,84.8,25238220.48,3636.0
Krishnagiri,Coconut,84.8,24984735.3,3479.6
Krishnagiri,Coconut,84.8,23139706.8,3514.28
Krishnagiri,Coconut,84.8,22595945.4,3585.34
Krishnagiri,Coconut,84.8,22518793.8,3748.89
Krishnagiri,Coconut,84.8,25153771.5,3880.0
Krishnagiri,Coconut,84.8,22762888.2,4373.33
Krishnagiri,Coconut,84.8,28449095.64,4143.91
Krishnagiri,Coconut,84.8,26738351.88,3742.5
Krishnagiri,Colacasia,83.9,244603.32,42.0
Krishnagiri,Colacasia,83.9,813375.28,3391.5
Krishnagiri,Colacasia,83.9,867216.36,3600.0
Krishnagiri,Colacasia,83.9,920803.04,3600.0
Krishnagiri,Colacasia,83.9,971349.76,3600.0
Krishnagiri,Colacasia,83.9,968775.96,3600.0
Krishnagiri,Colacasia,83.9,873230.0,3600.0
Krishnagiri,Colacasia,84.8,988600.0,3892.68
Krishnagiri,Colacasia,84.8,833949.92,4200.0
Krishnagiri,Colacasia,84.8,931191.04,4187.5
Krishnagiri,Colacasia,84.8,798206.04,4200.0
Krishnagiri,Colacasia,84.8,825922.08,4188.0
Krishnagiri,Colacasia,84.8,736161.76,3666.67
Krishnagiri,Colacasia,84.8,860549.52,3600.0
Krishnagiri,Colacasia,84.8,691163.36,3600.0
Krishnagiri,Colacasia,84.8,968170.36,3200.0
Krishnagiri,Colacasia,84.8,1085322.88,3613.33
Krishnagiri,Colacasia,84.8,1461246.24,3416.66
Krishnagiri,Colacasia,84.8,1205847.2,3096.67
Krishnagiri,Copra,69.2,433377.0,1790.0
Krishnagiri,Copra,70.4,153506.4,720.0
Krishnagiri,Copra,70.4,461210.4,940.0
Krishnagiri,Copra,70.4,485787.6,640.0
Krishnagiri,Copra,70.4,162429.0,600.0
Krishnagiri,Copra,71.3,162421.8,600.0
Krishnagiri,Copra,71.3,164718.6,1800.0
Krishnagiri,Copra,71.3,166934.4,720.0
Krishnagiri,Copra,72.1,527929.2,2540.0
Krishnagiri,Copra,72.1,177604.8,1320.0
Krishnagiri,Copra,72.1,177921.6,912.0
Krishnagiri,Copra,72.1,537087.6,720.0
Krishnagiri,Coriander,83.9,222537.48,50.11
Krishnagiri,Coriander,83.9,968171.92,2309.95
Krishnagiri,Coriander,83.9,1288626.2,3515.23
Krishnagiri,Coriander,83.9,1486347.6,6178.0
Krishnagiri,Coriander,83.9,1297638.96,3282.31
Krishnagiri,Coriander,83.9,1136451.36,3154.65
Krishnagiri,Coriander,83.9,967731.6,3056.8
Krishnagiri,Coriander,84.8,1140712.0,2188.26
Krishnagiri,Coriander,84.8,959708.4,2403.0
Krishnagiri,Coriander,84.8,797362.68,3076.51
Krishnagiri,Coriander,84.8,487185.8,2530.0
Krishnagiri,Coriander,84.8,677746.8,4069.6
Krishnagiri,Coriander,84.8,760054.4,2096.14
Krishnagiri,Coriander,84.8,1188438.4,1736.44
Krishnagiri,Coriander,84.8,1094117.6,2321.78
Krishnagiri,Coriander,84.8,1509394.4,2725.6
Krishnagiri,Coriander,84.8,1455146.8,3040.89
Krishnagiri,Coriander,84.8,2191250.76,3527.78
Krishnagiri,Coriander,84.8,1546566.4,2370.0
Krishnagiri,Cotton,68.5,15048.0,1770.0
Krishnagiri,Cotton,68.5,13269.6,1380.0
Krishnagiri,Cotton,68.5,96796.8,1305.0
