District,Commodity,YM,Year,Population_million,Production_Tonnes
Madurai,Yam,2025-08,2025,84.8,4242161.28
Madurai,Yam,2025-09,2025,84.8,5300410.08
Madurai,Yam,2025-10,2025,84.8,5107620.84
Madurai,Yam,2025-11,2025,84.8,6895090.44
Madurai,Yam,2025-12,2025,84.8,6150192.72
Nagapattinam,Amaranthus,2024-06,2024,83.9,222537.48
Nagapattinam,Amaranthus,2024-07,2024,83.9,723434.64
Nagapattinam,Amaranthus,2024-08,2024,83.9,764592.48
Nagapattinam,Amaranthus,2024-09,2024,83.9,891808.56
Nagapattinam,Amaranthus,2024-10,2024,83.9,751667.16
Nagapattinam,Amaranthus,2024-11,2024,83.9,682872.8
Nagapattinam,Amaranthus,2024-12,2024,83.9,580638.96
Nagapattinam,Amaranthus,2025-01,2025,84.8,660951.36
Nagapattinam,Amaranthus,2025-02,2025,84.8,575825.04
Nagapattinam,Amaranthus,2025-03,2025,84.8,481915.44
Nagapattinam,Amaranthus,2025-04,2025,84.8,292311.48
Nagapattinam,Amaranthus,2025-05,2025,84.8,401887.4
Nagapattinam,Amaranthus,2025-06,2025,84.8,451219.6
Nagapattinam,Amaranthus,2025-07,2025,84.8,713063.04
Nagapattinam,Amaranthus,2025-08,2025,84.8,656470.56
Nagapattinam,Amaranthus,2025-09,2025,84.8,871763.28
Nagapattinam,Amaranthus,2025-10,2025,84.8,839608.68
Nagapattinam,Amaranthus,2025-11,2025,84.8,146400.0
Nagapattinam,Ash Gourd,2024-06,2024,83.9,472138.68
Nagapattinam,Ash Gourd,2024-07,2024,83.9,1506060.0
Nagapattinam,Ash Gourd,2024-08,2024,83.9,1463742.0
Nagapattinam,Ash Gourd,2024-09,2024,83.9,1446144.24
Nagapattinam,Ash Gourd,2024-10,2024,83.9,1512114.48
Nagapattinam,Ash Gourd,2024-11,2024,83.9,1469579.2
Nagapattinam,Ash Gourd,2024-12,2024,83.9,1373641.32
Nagapattinam,Ash Gourd,2025-01,2025,84.8,1452442.56
Nagapattinam,Ash Gourd,2025-02,2025,84.8,1186881.36
Nagapattinam,Ash Gourd,2025-03,2025,84.8,1084450.32
Nagapattinam,Ash Gourd,2025-04,2025,84.8,992895.6
Nagapattinam,Ash Gourd,2025-05,2025,84.8,1024585.2
Nagapattinam,Ash Gourd,2025-06,2025,84.8,843395.28
Nagapattinam,Ash Gourd,2025-07,2025,84.8,1056278.04
Nagapattinam,Ash Gourd,2025-08,2025,84.8,1090867.52
Nagapattinam,Ash Gourd,2025-09,2025,84.8,1524820.32
Nagapattinam,Ash Gourd,2025-10,2025,84.8,1547752.68
Nagapattinam,Ash Gourd,2025-11,2025,84.8,2258354.16
Nagapattinam,Ash Gourd,2025-12,2025,84.8,1818732.24
Nagapattinam,Avarai,2024-06,2024,83.9,408679.08
Nagapattinam,Avarai,2024-07,2024,83.9,1362929.52
Nagapattinam,Avarai,2024-08,2024,83.9,1250127.28
Nagapattinam,Avarai,2024-09,2024,83.9,1259276.4
Nagapattinam,Avarai,2024-10,2024,83.9,1405301.16
Nagapattinam,Avarai,2024-11,2024,83.9,1248845.16
Nagapattinam,Avarai,2024-12,2024,83.9,1162644.48
Nagapattinam,Avarai,2025-01,2025,84.8,1239171.84
Nagapattinam,Avarai,2025-02,2025,84.8,980785.68
Nagapattinam,Avarai,2025-03,2025,84.8,916731.12
Nagapattinam,Avarai,2025-04,2025,84.8,855666.48
Nagapattinam,Avarai,2025-05,2025,84.8,821164.32
Nagapattinam,Avarai,2025-06,2025,84.8,688329.6
Nagapattinam,Avarai,2025-07,2025,84.8,948185.72
Nagapattinam,Avarai,2025-08,2025,84.8,728966.72
Nagapattinam,Avarai,2025-09,2025,84.8,918127.04
Nagapattinam,Avarai,2025-10,2025,84.8,966665.32
Nagapattinam,Avarai,2025-11,2025,84.8,1312735.6
Nagapattinam,Avarai,2025-12,2025,84.8,1129403.96
Nagapattinam,Banana,2024-06,2024,83.9,3438385.08
Nagapattinam,Banana,2024-07,2024,83.9,8997031.2
Nagapattinam,Banana,2024-08,2024,83.9,8644711.72
Nagapattinam,Banana,2024-09,2024,83.9,8906650.68
Nagapattinam,Banana,2024-10,2024,83.9,8822590.08
Nagapattinam,Banana,2024-11,2024,83.9,8142788.32
Nagapattinam,Banana,2024-12,2024,83.9,8781306.24
Nagapattinam,Banana,2025-01,2025,84.8,8929317.38
Nagapattinam,Banana,2025-02,2025,84.8,7837196.84
Nagapattinam,Banana,2025-03,2025,84.8,8142787.16
Nagapattinam,Banana,2025-04,2025,84.8,7871846.62
Nagapattinam,Banana,2025-05,2025,84.8,7801312.68
Nagapattinam,Banana,2025-06,2025,84.8,7298479.08
Nagapattinam,Banana,2025-07,2025,84.8,6696551.44
Nagapattinam,Banana,2025-08,2025,84.8,5925625.7
Nagapattinam,Banana,2025-09,2025,84.8,6744084.52
Nagapattinam,Banana,2025-10,2025,84.8,6227530.24
Nagapattinam,Banana,2025-11,2025,84.8,8301426.9
Nagapattinam,Banana,2025-12,2025,84.8,7447116.4
Nagapattinam,Beans,2024-06,2024,83.9,344675.76
Nagapattinam,Beans,2024-07,2024,83.9,1142528.4
Nagapattinam,Beans,2024-08,2024,83.9,934182.96
Nagapattinam,Beans,2024-09,2024,83.9,1109140.92
Nagapattinam,Beans,2024-10,2024,83.9,1201685.04
Nagapattinam,Beans,2024-11,2024,83.9,905600.0
Nagapattinam,Beans,2024-12,2024,83.9,949947.12
Nagapattinam,Beans,2025-01,2025,84.8,948026.24
Nagapattinam,Beans,2025-02,2025,84.8,768010.32
Nagapattinam,Beans,2025-03,2025,84.8,742727.52
Nagapattinam,Beans,2025-04,2025,84.8,636402.0
Nagapattinam,Beans,2025-05,2025,84.8,547981.92
Nagapattinam,Beans,2025-06,2025,84.8,585387.24
Nagapattinam,Beans,2025-07,2025,84.8,860575.0
Nagapattinam,Beans,2025-08,2025,84.8,879374.4
Nagapattinam,Beans,2025-09,2025,84.8,1132978.32
Nagapattinam,Beans,2025-10,2025,84.8,1209984.36
Nagapattinam,Beans,2025-11,2025,84.8,1476857.92
Nagapattinam,Beans,2025-12,2025,84.8,1318075.68
Nagapattinam,Beetroot,2024-06,2024,83.9,369471.96
Nagapattinam,Beetroot,2024-07,2024,83.9,1217442.0
Nagapattinam,Beetroot,2024-08,2024,83.9,963002.16
Nagapattinam,Beetroot,2024-09,2024,83.9,1148590.68
Nagapattinam,Beetroot,2024-10,2024,83.9,1287185.64
Nagapattinam,Beetroot,2024-11,2024,83.9,938643.0
Nagapattinam,Beetroot,2024-12,2024,83.9,1014199.92
Nagapattinam,Beetroot,2025-01,2025,84.8,998921.84
Nagapattinam,Beetroot,2025-02,2025,84.8,796301.52
Nagapattinam,Beetroot,2025-03,2025,84.8,788197.92
Nagapattinam,Beetroot,2025-04,2025,84.8,689476.08
Nagapattinam,Beetroot,2025-05,2025,84.8,579187.44
Nagapattinam,Beetroot,2025-06,2025,84.8,606460.8
Nagapattinam,Beetroot,2025-07,2025,84.8,894036.0
Nagapattinam,Beetroot,2025-08,2025,84.8,916038.96
Nagapattinam,Beetroot,2025-09,2025,84.8,1208614.56
Nagapattinam,Beetroot,2025-10,2025,84.8,1278300.36
Nagapattinam,Beetroot,2025-11,2025,84.8,1584553.4
Nagapattinam,Beetroot,2025-12,2025,84.8,1476498.08
Nagapattinam,Bitter Gourd,2024-06,2024,83.9,384961.2
Nagapattinam,Bitter Gourd,2024-07,2024,83.9,1292447.88
Nagapattinam,Bitter Gourd,2024-08,2024,83.9,1105534.32
Nagapattinam,Bitter Gourd,2024-09,2024,83.9,1202238.0
Nagapattinam,Bitter Gourd,2024-10,2024,83.9,1352135.16
Nagapattinam,Bitter Gourd,2024-11,2024,83.9,1090779.12
Nagapattinam,Bitter Gourd,2024-12,2024,83.9,1088814.48
Nagapattinam,Bitter Gourd,2025-01,2025,84.8,1120816.8
Nagapattinam,Bitter Gourd,2025-02,2025,84.8,881094.48
Nagapattinam,Bitter Gourd,2025-03,2025,84.8,854425.92
Nagapattinam,Bitter Gourd,2025-04,2025,84.8,772571.28
Nagapattinam,Bitter Gourd,2025-05,2025,84.8,695229.12
Nagapattinam,Bitter Gourd,2025-06,2025,84.8,643599.6
Nagapattinam,Bitter Gourd,2025-07,2025,84.8,910151.96
Nagapattinam,Bitter Gourd,2025-08,2025,84.8,658499.0
Nagapattinam,Bitter Gourd,2025-09,2025,84.8,859269.44
Nagapattinam,Bitter Gourd,2025-10,2025,84.8,906554.48
Nagapattinam,Bitter Gourd,2025-11,2025,84.8,1202693.6
Nagapattinam,Bitter Gourd,2025-12,2025,84.8,1039410.72
Nagapattinam,Black Gram,2008-12,2008,69.2,34593.0
Nagapattinam,Black Gram,2009-01,2009,70.4,22653.9
Nagapattinam,Black Gram,2009-02,2009,70.4,50742.0
Nagapattinam,Black Gram,2009-03,2009,70.4,66409.5
Nagapattinam,Black Gram,2009-04,2009,70.4,63844.2
Nagapattinam,Black Gram,2009-05,2009,70.4,22212.0
Nagapattinam,Black Gram,2009-09,2009,70.4,19710.6
Nagapattinam,Black Gram,2009-10,2009,70.4,78269.4
Nagapattinam,Black Gram,2009-11,2009,70.4,54675.0
Nagapattinam,Black Gram,2009-12,2009,70.4,196023.3
Nagapattinam,Black Gram,2010-01,2010,71.3,42987.6
Nagapattinam,Black Gram,2010-07,2010,71.3,14736.0
Nagapattinam,Black Gram,2010-08,2010,71.3,177258.0
Nagapattinam,Black Gram,2010-09,2010,71.3,132026.4
Nagapattinam,Black Gram,2010-10,2010,71.3,176317.2
Nagapattinam,Black Gram,2010-11,2010,71.3,354328.8
Nagapattinam,Black Gram,2010-12,2010,71.3,403075.5
Nagapattinam,Black Gram,2011-01,2011,72.1,250438.8
Nagapattinam,Black Gram,2011-02,2011,72.1,2080.8
Nagapattinam,Black Gram,2011-03,2011,72.1,35637.6
Nagapattinam,Black Gram,2012-04,2012,72.9,17562.6
Nagapattinam,Black Gram,2012-05,2012,72.9,67710.0
Nagapattinam,Black Gram,2012-06,2012,72.9,26238.3
Nagapattinam,Black Gram,2013-03,2013,73.7,10025.4
Nagapattinam,Black Gram,2013-04,2013,73.7,97986.0
Nagapattinam,Black Gram,2013-05,2013,73.7,35989.5
Nagapattinam,Black Gram,2013-06,2013,73.7,2253.0
Nagapattinam,Black Gram,2016-03,2016,76.8,54915.3
Nagapattinam,Black Gram,2016-04,2016,76.8,81284.4
Nagapattinam,Black Gram,2016-05,2016,76.8,31276.8
Nagapattinam,Black Gram,2020-04,2020,80.3,1531.23
Nagapattinam,Black Gram,2021-04,2021,81.1,190866.78
Nagapattinam,Black Gram,2021-05,2021,81.1,282933.24
Nagapattinam,Black Gram,2021-06,2021,81.1,80700.27
Nagapattinam,Black Gram,2021-07,2021,81.1,3496.98
Nagapattinam,Black Gram,2023-04,2023,82.9,40974.24
Nagapattinam,Black Gram,2023-05,2023,82.9,25767.42
Nagapattinam,Bottle Gourd,2024-06,2024,83.9,384961.2
Nagapattinam,Bottle Gourd,2024-07,2024,83.9,1292447.88
Nagapattinam,Bottle Gourd,2024-08,2024,83.9,1105534.32
Nagapattinam,Bottle Gourd,2024-09,2024,83.9,1202238.0
Nagapattinam,Bottle Gourd,2024-10,2024,83.9,1352135.16
Nagapattinam,Bottle Gourd,2024-11,2024,83.9,1074543.92
Nagapattinam,Bottle Gourd,2024-12,2024,83.9,1088814.48
Nagapattinam,Bottle Gourd,2025-01,2025,84.8,1120816.8
Nagapattinam,Bottle Gourd,2025-02,2025,84.8,881094.48
Nagapattinam,Bottle Gourd,2025-03,2025,84.8,854425.92
Nagapattinam,Bottle Gourd,2025-04,2025,84.8,762684.8
Nagapattinam,Bottle Gourd,2025-05,2025,84.8,695229.12
Nagapattinam,Bottle Gourd,2025-06,2025,84.8,643599.6
Nagapattinam,Bottle Gourd,2025-07,2025,84.8,933587.88
Nagapattinam,Bottle Gourd,2025-08,2025,84.8,922011.44
Nagapattinam,Bottle Gourd,2025-09,2025,84.8,1288904.16
Nagapattinam,Bottle Gourd,2025-10,2025,84.8,1359831.72
Nagapattinam,Bottle Gourd,2025-11,2025,84.8,1766342.96
Nagapattinam,Bottle Gourd,2025-12,2025,84.8,1559116.08
Nagapattinam,Brinjal,2024-06,2024,83.9,660839.4
Nagapattinam,Brinjal,2024-07,2024,83.9,1786930.08
Nagapattinam,Brinjal,2024-08,2024,83.9,1685616.92
Nagapattinam,Brinjal,2024-09,2024,83.9,1819928.76
Nagapattinam,Brinjal,2024-10,2024,83.9,1756020.72
Nagapattinam,Brinjal,2024-11,2024,83.9,1638216.4
Nagapattinam,Brinjal,2024-12,2024,83.9,1804160.28
Nagapattinam,Brinjal,2025-01,2025,84.8,1755672.24
Nagapattinam,Brinjal,2025-02,2025,84.8,1498273.56
Nagapattinam,Brinjal,2025-03,2025,84.8,1415938.32
Nagapattinam,Brinjal,2025-04,2025,84.8,1231487.76
Nagapattinam,Brinjal,2025-05,2025,84.8,1231231.6
Nagapattinam,Brinjal,2025-06,2025,84.8,1157457.84
Nagapattinam,Brinjal,2025-07,2025,84.8,1251420.72
Nagapattinam,Brinjal,2025-08,2025,84.8,1224812.04
Nagapattinam,Brinjal,2025-09,2025,84.8,1672205.52
Nagapattinam,Brinjal,2025-10,2025,84.8,1755590.04
Nagapattinam,Brinjal,2025-11,2025,84.8,2460401.12
Nagapattinam,Brinjal,2025-12,2025,84.8,2262058.08
Nagapattinam,Cabbage,2024-06,2024,83.9,472138.68
Nagapattinam,Cabbage,2024-07,2024,83.9,1506060.0
Nagapattinam,Cabbage,2024-08,2024,83.9,1480873.84
Nagapattinam,Cabbage,2024-09,2024,83.9,1446144.24
Nagapattinam,Cabbage,2024-10,2024,83.9,1512114.48
Nagapattinam,Cabbage,2024-11,2024,83.9,1469579.2
Nagapattinam,Cabbage,2024-12,2024,83.9,1373641.32
Nagapattinam,Cabbage,2025-01,2025,84.8,1468384.4
Nagapattinam,Cabbage,2025-02,2025,84.8,1186881.36
Nagapattinam,Cabbage,2025-03,2025,84.8,1084450.32
Nagapattinam,Cabbage,2025-04,2025,84.8,1004989.68
Nagapattinam,Cabbage,2025-05,2025,84.8,1024585.2
Nagapattinam,Cabbage,2025-06,2025,84.8,852477.12
Nagapattinam,Cabbage,2025-07,2025,84.8,1056278.04
Nagapattinam,Cabbage,2025-08,2025,84.8,1104435.24
Nagapattinam,Cabbage,2025-09,2025,84.8,1524820.32
Nagapattinam,Cabbage,2025-10,2025,84.8,1547752.68
Nagapattinam,Cabbage,2025-11,2025,84.8,2236246.44
Nagapattinam,Cabbage,2025-12,2025,84.8,1818732.24
Nagapattinam,Capsicum,2024-11,2024,83.9,16699.8
Nagapattinam,Capsicum,2025-11,2025,84.8,88430.88
Nagapattinam,Capsicum,2025-12,2025,84.8,587839.92
Nagapattinam,Carrot,2024-06,2024,83.9,460438.68
Nagapattinam,Carrot,2024-07,2024,83.9,1414351.08
Nagapattinam,Carrot,2024-08,2024,83.9,1367616.96
Nagapattinam,Carrot,2024-09,2024,83.9,1316314.8
Nagapattinam,Carrot,2024-10,2024,83.9,1442067.36
Nagapattinam,Carrot,2024-11,2024,83.9,1418346.36
Nagapattinam,Carrot,2024-12,2024,83.9,1236474.48
Nagapattinam,Carrot,2025-01,2025,84.8,1383319.28
Nagapattinam,Carrot,2025-02,2025,84.8,1080476.88
Nagapattinam,Carrot,2025-03,2025,84.8,982959.12
Nagapattinam,Carrot,2025-04,2025,84.8,938761.68
Nagapattinam,Carrot,2025-05,2025,84.8,947099.52
Nagapattinam,Carrot,2025-06,2025,84.8,737935.44
Nagapattinam,Carrot,2025-07,2025,84.8,1011215.76
Nagapattinam,Carrot,2025-08,2025,84.8,1063965.24
Nagapattinam,Carrot,2025-09,2025,84.8,1453046.16
Nagapattinam,Carrot,2025-10,2025,84.8,1479059.88
Nagapattinam,Carrot,2025-11,2025,84.8,2104704.96
Nagapattinam,Carrot,2025-12,2025,84.8,1671901.68
Nagapattinam,Cashewnuts,2012-05,2012,72.9,1408473.0
Nagapattinam,Cashewnuts,2012-06,2012,72.9,280420.2
Nagapattinam,Cauliflower,2024-06,2024,83.9,326865.24
Nagapattinam,Cauliflower,2024-07,2024,83.9,1131277.36
Nagapattinam,Cauliflower,2024-08,2024,83.9,1272649.64
Nagapattinam,Cauliflower,2024-09,2024,83.9,1132796.04
Nagapattinam,Cauliflower,2024-10,2024,83.9,1512114.48
Nagapattinam,Cauliflower,2024-11,2024,83.9,1452444.0
Nagapattinam,Cauliflower,2024-12,2024,83.9,1141561.28
Nagapattinam,Cauliflower,2025-01,2025,84.8,1452442.56
Nagapattinam,Cauliflower,2025-02,2025,84.8,1186881.36
Nagapattinam,Cauliflower,2025-03,2025,84.8,1084450.32
Nagapattinam,Cauliflower,2025-04,2025,84.8,1004989.68
Nagapattinam,Cauliflower,2025-05,2025,84.8,1024585.2
Nagapattinam,Cauliflower,2025-06,2025,84.8,852477.12
Nagapattinam,Cauliflower,2025-07,2025,84.8,1056278.04
Nagapattinam,Cauliflower,2025-08,2025,84.8,1104435.24
Nagapattinam,Cauliflower,2025-09,2025,84.8,1490812.0
Nagapattinam,Cauliflower,2025-10,2025,84.8,1547752.68
Nagapattinam,Cauliflower,2025-11,2025,84.8,2236246.44
Nagapattinam,Cauliflower,2025-12,2025,84.8,1818732.24
Nagapattinam,Chilli,2010-08,2010,71.3,1610.88
Nagapattinam,Chilli,2024-06,2024,83.9,72926.49
Nagapattinam,Chilli,2024-07,2024,83.9,210547.5
Nagapattinam,Chilli,2024-08,2024,83.9,190777.48
Nagapattinam,Chilli,2024-09,2024,83.9,196296.84
Nagapattinam,Chilli,2024-10,2024,83.9,205697.88
Nagapattinam,Chilli,2024-11,2024,83.9,184133.7
Nagapattinam,Chilli,2024-12,2024,83.9,191431.2
Nagapattinam,Chilli,2025-01,2025,84.8,208952.94
Nagapattinam,Chilli,2025-02,2025,84.8,172338.42
Nagapattinam,Chilli,2025-03,2025,84.8,172465.74
Nagapattinam,Chilli,2025-04,2025,84.8,156880.89
Nagapattinam,Chilli,2025-05,2025,84.8,149157.94
Nagapattinam,Chilli,2025-06,2025,84.8,137819.84
Nagapattinam,Chilli,2025-07,2025,84.8,153452.46
Nagapattinam,Chilli,2025-08,2025,84.8,141177.69
Nagapattinam,Chilli,2025-09,2025,84.8,172105.65
Nagapattinam,Chilli,2025-10,2025,84.8,179206.45
Nagapattinam,Chilli,2025-11,2025,84.8,237966.52
Nagapattinam,Chilli,2025-12,2025,84.8,206700.16
Nagapattinam,Chow Chow,2024-06,2024,83.9,660839.4
Nagapattinam,Chow Chow,2024-07,2024,83.9,1786930.08
Nagapattinam,Chow Chow,2024-08,2024,83.9,1685616.92
Nagapattinam,Chow Chow,2024-09,2024,83.9,1819928.76
Nagapattinam,Chow Chow,2024-10,2024,83.9,1756020.72
Nagapattinam,Chow Chow,2024-11,2024,83.9,1601402.88
Nagapattinam,Chow Chow,2024-12,2024,83.9,1804160.28
Nagapattinam,Chow Chow,2025-01,2025,84.8,1755672.24
Nagapattinam,Chow Chow,2025-02,2025,84.8,1498273.56
Nagapattinam,Chow Chow,2025-03,2025,84.8,1415938.32
Nagapattinam,Chow Chow,2025-04,2025,84.8,1231487.76
Nagapattinam,Chow Chow,2025-05,2025,84.8,1258690.32
Nagapattinam,Chow Chow,2025-06,2025,84.8,1155588.0
Nagapattinam,Chow Chow,2025-07,2025,84.8,1251420.72
Nagapattinam,Chow Chow,2025-08,2025,84.8,1209813.44
Nagapattinam,Chow Chow,2025-09,2025,84.8,1672205.52
Nagapattinam,Chow Chow,2025-10,2025,84.8,1755590.04
Nagapattinam,Chow Chow,2025-11,2025,84.8,2486871.88
Nagapattinam,Chow Chow,2025-12,2025,84.8,2262058.08
Nagapattinam,Cluster Beans,2024-06,2024,83.9,384961.2
Nagapattinam,Cluster Beans,2024-07,2024,83.9,1292447.88
Nagapattinam,Cluster Beans,2024-08,2024,83.9,1090565.56
Nagapattinam,Cluster Beans,2024-09,2024,83.9,1202238.0
Nagapattinam,Cluster Beans,2024-10,2024,83.9,1352135.16
Nagapattinam,Cluster Beans,2024-11,2024,83.9,1079343.96
Nagapattinam,Cluster Beans,2024-12,2024,83.9,1088814.48
Nagapattinam,Cluster Beans,2025-01,2025,84.8,1120816.8
Nagapattinam,Cluster Beans,2025-02,2025,84.8,881094.48
Nagapattinam,Cluster Beans,2025-03,2025,84.8,854425.92
Nagapattinam,Cluster Beans,2025-04,2025,84.8,772571.28
Nagapattinam,Cluster Beans,2025-05,2025,84.8,695229.12
Nagapattinam,Cluster Beans,2025-06,2025,84.8,643599.6
Nagapattinam,Cluster Beans,2025-07,2025,84.8,933587.88
Nagapattinam,Cluster Beans,2025-08,2025,84.8,970171.56
Nagapattinam,Cluster Beans,2025-09,2025,84.8,1288904.16
Nagapattinam,Cluster Beans,2025-10,2025,84.8,1359831.72
Nagapattinam,Cluster Beans,2025-11,2025,84.8,1787550.68
Nagapattinam,Cluster Beans,2025-12,2025,84.8,1559116.08
Nagapattinam,Coconut,2021-01,2021,81.1,1516566.06
Nagapattinam,Coconut,2022-07,2022,82.0,1082921.76
Nagapattinam,Coconut,2022-08,2022,82.0,2352829.92
Nagapattinam,Coconut,2024-06,2024,83.9,6969802.2
Nagapattinam,Coconut,2024-07,2024,83.9,16926287.4
Nagapattinam,Coconut,2024-08,2024,83.9,16176177.48
Nagapattinam,Coconut,2024-09,2024,83.9,15823723.68
Nagapattinam,Coconut,2024-10,2024,83.9,15799457.16
Nagapattinam,Coconut,2024-11,2024,83.9,14907183.6
Nagapattinam,Coconut,2024-12,2024,83.9,15459428.88
Nagapattinam,Coconut,2025-01,2025,84.8,15381545.76
Nagapattinam,Coconut,2025-02,2025,84.8,14204932.92
Nagapattinam,Coconut,2025-03,2025,84.8,15190900.92
Nagapattinam,Coconut,2025-04,2025,84.8,15141942.9
Nagapattinam,Coconut,2025-05,2025,84.8,14990841.18
Nagapattinam,Coconut,2025-06,2025,84.8,14048787.12
Nagapattinam,Coconut,2025-07,2025,84.8,13390280.4
Nagapattinam,Coconut,2025-08,2025,84.8,13511276.28
Nagapattinam,Coconut,2025-09,2025,84.8,15092262.9
Nagapattinam,Coconut,2025-10,2025,84.8,13154311.8
Nagapattinam,Coconut,2025-11,2025,84.8,16999228.92
Nagapattinam,Coconut,2025-12,2025,84.8,15541651.62
Nagapattinam,Copra,2020-07,2020,80.3,670892.64
Nagapattinam,Copra,2021-06,2021,81.1,522706.68
Nagapattinam,Copra,2024-05,2024,83.9,1048374.0
Nagapattinam,Copra,2024-06,2024,83.9,175085.7
Nagapattinam,Coriander,2024-06,2024,83.9,222537.48
Nagapattinam,Coriander,2024-07,2024,83.9,723434.64
Nagapattinam,Coriander,2024-08,2024,83.9,764592.48
Nagapattinam,Coriander,2024-09,2024,83.9,891808.56
Nagapattinam,Coriander,2024-10,2024,83.9,751667.16
Nagapattinam,Coriander,2024-11,2024,83.9,682872.8
Nagapattinam,Coriander,2024-12,2024,83.9,580638.96
Nagapattinam,Coriander,2025-01,2025,84.8,660951.36
Nagapattinam,Coriander,2025-02,2025,84.8,575825.04
Nagapattinam,Coriander,2025-03,2025,84.8,481915.44
Nagapattinam,Coriander,2025-04,2025,84.8,292311.48
Nagapattinam,Coriander,2025-05,2025,84.8,406648.08
Nagapattinam,Coriander,2025-06,2025,84.8,456032.64
Nagapattinam,Coriander,2025-07,2025,84.8,705574.88
Nagapattinam,Coriander,2025-08,2025,84.8,656470.56
Nagapattinam,Coriander,2025-09,2025,84.8,905636.64
Nagapattinam,Coriander,2025-10,2025,84.8,829398.64
Nagapattinam,Coriander,2025-11,2025,84.8,1321326.52
Nagapattinam,Coriander,2025-12,2025,84.8,906077.76
Nagapattinam,Cotton,2008-12,2008,69.2,38257.2
Nagapattinam,Cotton,2009-01,2009,70.4,111803.4
Nagapattinam,Cotton,2009-02,2009,70.4,18351.0
Nagapattinam,Cotton,2009-06,2009,70.4,7059.6
Nagapattinam,Cotton,2009-09,2009,70.4,52884.0
Nagapattinam,Cotton,2009-10,2009,70.4,231922.8
Nagapattinam,Cotton,2009-12,2009,70.4,680821.2
Nagapattinam,Cotton,2010-07,2010,71.3,131610.6
Nagapattinam,Cotton,2010-08,2010,71.3,157449.6
Nagapattinam,Cotton,2010-09,2010,71.3,22759.2
Nagapattinam,Cotton,2012-06,2012,72.9,310681.8
Nagapattinam,Cotton,2012-07,2012,72.9,85806.0
Nagapattinam,Cotton,2012-08,2012,72.9,167504.4
Nagapattinam,Cotton,2012-09,2012,72.9,104194.8
Nagapattinam,Cotton,2013-06,2013,73.7,416914.2
Nagapattinam,Cotton,2013-07,2013,73.7,723009.6
Nagapattinam,Cotton,2013-08,2013,73.7,895773.6
Nagapattinam,Cotton,2013-09,2013,73.7,1093836.6
Nagapattinam,Cotton,2013-10,2013,73.7,232896.6
Nagapattinam,Cotton,2014-06,2014,74.5,804664.8
Nagapattinam,Cotton,2014-07,2014,74.5,945759.6
Nagapattinam,Cotton,2014-08,2014,74.5,1202614.2
Nagapattinam,Cotton,2014-09,2014,74.5,1382715.0
Nagapattinam,Cotton,2014-10,2014,74.5,799369.2
Nagapattinam,Cotton,2015-06,2015,75.6,363819.6
Nagapattinam,Cotton,2015-07,2015,75.6,819115.2
Nagapattinam,Cotton,2015-08,2015,75.6,800569.8
Nagapattinam,Cotton,2015-09,2015,75.6,989064.0
Nagapattinam,Cotton,2015-10,2015,75.6,657975.6
Nagapattinam,Cotton,2016-06,2016,76.8,346096.8
Nagapattinam,Cotton,2016-07,2016,76.8,681980.4
Nagapattinam,Cotton,2016-08,2016,76.8,780330.6
Nagapattinam,Cotton,2016-09,2016,76.8,655250.4
Nagapattinam,Cotton,2016-10,2016,76.8,727446.6
Nagapattinam,Cotton,2017-06,2017,77.9,737510.4
Nagapattinam,Cotton,2017-07,2017,77.9,830260.8
Nagapattinam,Cotton,2017-08,2017,77.9,1079136.0
Nagapattinam,Cotton,2017-09,2017,77.9,1025764.2
Nagapattinam,Cotton,2017-10,2017,77.9,1398466.8
Nagapattinam,Cotton,2018-06,2018,78.7,869853.06
Nagapattinam,Cotton,2018-07,2018,78.7,1265053.5
Nagapattinam,Cotton,2018-08,2018,78.7,1343846.7
Nagapattinam,Cotton,2018-09,2018,78.7,1767558.78
Nagapattinam,Cotton,2018-10,2018,78.7,419856.48
Nagapattinam,Cotton,2019-10,2019,79.5,179035.92
Nagapattinam,Cotton,2019-11,2019,79.5,136336.5
Nagapattinam,Cotton,2020-06,2020,80.3,47652.84
Nagapattinam,Cotton,2020-07,2020,80.3,296239.68
Nagapattinam,Cotton,2020-09,2020,80.3,2068011.36
Nagapattinam,Cotton,2020-10,2020,80.3,2458264.32
Nagapattinam,Cotton,2020-11,2020,80.3,2125017.72
Nagapattinam,Cotton,2020-12,2020,80.3,343450.08
Nagapattinam,Cotton,2021-06,2021,81.1,1177809.3
Nagapattinam,Cotton,2021-07,2021,81.1,2093680.8
Nagapattinam,Cotton,2021-08,2021,81.1,2084580.72
Nagapattinam,Cotton,2021-09,2021,81.1,1530925.56
Nagapattinam,Cotton,2021-10,2021,81.1,1694383.02
Nagapattinam,Cotton,2021-11,2021,81.1,809317.44
Nagapattinam,Cotton,2022-07,2022,82.0,1006011.0
Nagapattinam,Cotton,2022-08,2022,82.0,2171785.86
Nagapattinam,Cotton,2022-09,2022,82.0,1435888.62
Nagapattinam,Cotton,2022-10,2022,82.0,402420.96
Nagapattinam,Cotton,2024-06,2024,83.9,11324.34
Nagapattinam,Cotton,2024-09,2024,83.9,13574.16
Nagapattinam,Cucumber,2024-06,2024,83.9,229783.84
Nagapattinam,Cucumber,2024-07,2024,83.9,761685.6
Nagapattinam,Cucumber,2024-08,2024,83.9,619293.8
